"","text"
"1868","assalamualaikum segala uya baik smg terlaksana maksimal unt etan nanganan covid di ri makin gerak cettet holistik edukasi sm ke desa masyarakat smg makin disiin matuhi tunjuk merintah gak usah cari nyakit di rumah saja demi kemaslahatan bersm"
"1869","assalamualaikum kabarnya lebih seratus negara terjangkit covid hanya sebagian negara yg lockdown untuk membuat ketusan lock down rlu rtimbangan yg sngt matang dan komehensif terhadakemungkinan damk yg ditimbulkan semoga covid segera mereda"
"1870","aset  gedung yang mana akan ente rubah jadi rumah sakit covid  kan ente termasuk daftar orang terkaya di indonesia jangan bacot doang matamu ngak lihat a merintah bekerja  berjuang melawan covid  bukanya bersatu du  bahu membahu mlh ngebacot doang ctwittercommcevu"
"1871","ail moterbesar tahun ini  akhirnya merintah sat membatalkan rencana darurat sil nya dan akan melockdown indonesia karena covid  memberi bantuan bahan kok selama lockdown  menghentikan masuk nya tka china ke indonesia  liverol juara e"
"1872","an yg merintah intruksikan untuk msyrkt terkait covid  kami siatuhi dlm hal ini menjamin smua kebutuhan msyrkt dlm mncegah nyebaran covid  di indonesia bkn malah mngeluarkan uu darurat sil yg justru tdk mmberikan solusi yg kongkrit "
"1873","an ketusan dr merintah itu sti utk kebaikan rakyatnya sekaligus asrasi dr masy jg harus jd timbangan indonesia negara besar dan lbh baik mengedenkan ncegahan ketimbang memikirkan damk dr lockdown nya ask sosial dan kemanusiaan hrs jd ioritas juga imo"
"1874","akah serti sekarang yg dilakukan merintah sat sudah benar dgn membiarkan orang yg kerja di jkt lkam u merataan covid diseluruh wilayah indonesia"
"1875","akah semua rakyat indonesia sudah melek internet mbak ku ini yg gue alami yahdi lingkungan gue tinggal belom ada tuh yg namanya sosialisasi verbal dari merintah terkait nanganan ncegahan covid  inimasyarakat awam mana ngerti lah kalo nggak dijelaskan scr lngsng"
"1876","akah ini artinya saat lebaran nnti kasus covid masih tinggi di indonesia n merintah tdk bisa akan melakukan tindakan utk mncegahnya  luhutsudahmelamuibatas"
"1877","a yg dikhawatirin sih sam gamau lockdown atau negara kita terlalu miskin sam gamau lockdown karena tidak mam memberikan logistik utk warganya selain damk ekonomi deh ekonomi kan bisa dibangun orang mati sumh makin aneh bin serem maacuman nanya dan heran"
"1878","a yang terjadi di indonesia sekarang udah terjadi di italia  hari yang lalu rlu  kasus sitif covid dulu k baru lockdownindonesia well ga salah lah kalo ada yang bilang merintah kita ini salah resep"
"1879","a salahnya sih kalau mengaku salah  lamban menangani wabah ini a karena litik semata gak mau kelihatan kalah langkah rakyat indonesia yang mau dikorbankan ketidaksigan  kelambanan akibat kebebalan merintah menyebabkan covid  mungkin sudah menyebar dalam senya"
"1880","a rtimbangan merintah sat mencabut notam yg diterbitkan utk menutubandara di a notam itu kan diterbitkan utk melindungi rakyat indonesia di a dari ancaman covid  atau virus corona aneh rasanya merintah sat dan daerah berbeda kebijkan serti ini"
"1881","a memang sebercanda itu ya merintah mengatasi covid di indonesia ngak tau mana yang mau di rcaya infoinfo nya"
"1882","a kabar covidindonesia ayoo saling menjaga kebijakan yang sudah diteraan oleh merintahsemoga negeri kita selalu dalam lindungan allah swt"
"1883","a kabar covidindonesia ayoo saling menjaga kebijakan yang sudah diteraan oleh merintahsemoga negeri kita selalu dalam lindungan allah swt"
"1884","a itu covid  indonesia cuman darurat merintah"
"1885","a guna meliburkan anak ke sekolah klo yg dr negara asal covid  di biarkan membanjiri indonesia walaun dgn dalih aman yg dtg dr china ttetasaja menjadi ancaman bagi bangsa indonesia boleh di bilang merintah  setengahâ dlm menanggulangi covid "
"1886","a di indonesia ini jenis kerjaan yang menderita karena covid cuman ojol  banyak jenis kerjaan lain tani tkg batu mulung tkg cukur nelayan menderita dan butuh rhatian dari merintah juga merintah beri bantuan harus adil utk semua golongan"
"1887","a ada oi lain yg lebih baik utk mencegah covid meluas bila wabah ini meluas damk ekonominya lebih rah lagi mestinya lockdown karantina atau bb sejak bulan lalu s tdk berlarut"
"1888","antara merintah setengah hati atau rsnya kecakan lalu anya yang dircet kecuali rsebaran covid cet menyebar "
"1889","anjinglah kesal hal w ga ngebela merintah ga a w cuma mengeluarkan a yg ada dikiran w damk besar kalo indo lockdown ya anda kalo ga sendat sama saya ya oke g anda ngecasaya rezim cuma karena nd saya ttg lockdown"
"1890","anjing di arab saudi menggonggong kedengeran ga di indonesia org bloon yg msh dengerkanlah org ntar bersatu bantu merintah tuntaskan masalah covid ini "
"1891","anis yg lo kata bodoh terbukti menyelamatkan muka indonesia di mata who yg udh underestimate sm transransi merintah lo dlm nanganin covid  bego"
"1892","angka kematian sien sitif covid di indonesia tertinggi di asia tenggara membuktikan merintah tidak siamenghada dan mengantisisi nyebaran covid di indonesia"
"1893","angka kematian akibat covid tergolong tinggi untuk indonesia faktornya adlh kurang disiinnya masyarakat dan mungkin saja dikarenakan fasilitas merintah yang minim dalam nanganan gw yakin kalo masi sele gini covid disini bisa melebihi italy yang tidak seluas indo"
"1894","anehnya selalu ditangani setelah sulit tertolong dengan kemungkinan tidak tertolong lagi alagi belum ada obatnya damk izin buat wn cina komunis terus diizinkan berdatangan tan lock down sungguh sangat luar biasa "
"1895","ane bukannya bermaksud o bakke yak memang sih lockdown adalah solusi ling amh ta salah satu contoh damk sosialnya adalah serti ini bayangkan kalau benarbenar lockdown fighting bakibu sekalian oniibadi"
"1896","andai sedari awal ketika dunia memberi informasi qt ttg bahaya covid  ra arat termasuk esiden tdk denial n cengengesan mngkn gk akan s skg indonesia bs jd sat ndemik covid  di asean klo gini ceritanya merintah bego  rakyat bego  mati massal "
"1897","andai saja seluruh masyarakat indonesia mau tertib dan disiin serta ikuti arahan merintah oimis kita bisa megatasi covidsemoga tuhan yang maha esa melindungi seluru masyarakat indonesia amin "
"1898","andai orang orang yang otes terus ke merintah masalah covid suatu nanti bisa kerja juga di merintahan biar ngerti susahnya bikin ketusan untuk satu indonesia"
"1899","anda tetatinggal dirumah dan kami tetabekerja untuk indonesia damk dari corona virus membuat aktivitas lumh dan kekuwatiran masyarakatn sangat tinggi mari bersamasama dukung ogram merintah untuk mencegah dan membatasi covid bersama kita bisa cegahcoronactwittercomdahxyai"
"1900","anda tau ga narti kata lockdown a damk efek konsekuensi nya bagi skala nasional ekonomi dan b untuk ekonomi nasional ikuti saja arahan merintah untuk eventif wabah corona kalau begini a ya terjadi dan begitu a ya terjadi ibarat melangkah hati"
"1901","anda sebagai sumbet berita yang banyak dibaca mestinya nggak usah sok tau semua orang sudah ngerti soal lock down merintah berhitung tentang banyak hal bukan sekedar covid  ta bgmn dengan damk ekonomi stock nasional bentang negara jml nduduk dll ndak rlu riuh "
"1902","and here were mungkin ini juga yang jadi rtimbangan merintah kita buat mengeluarkan kebijakan lockdown merintah sti skrng lagi mikirin juga damk lockdown ini selain dibidang kesehatan dibidang ekonomi dan sosial masyarakat juga sti dilema juga jadinya"
"1903","anak kemarin sore n tiba ngomong serti itu n ga baca berita a ni bocah bahwa cuma di indonesia no wahid di dunia ini yg dokter n rawatx banyak yg meninggal gara covid krn minimx gasilitas dri merintah n masih untung mau ditangani dgn minim fasilitas gitu"
"1904","amin terima kasih di as gak ada bs asuransinya swasta  forofit jd kalau urusan biaya kesehatan masih mending di indonesia sbnrnya klo utk covid ini merintah state kayak minnesota kasih subsidi ke rusahaan asuransi suya tagihan ke siennya digratisin"
"1905","amid of covid crisis berbagi informasi dgn kawan diasra di lebih dr  negara ttg kebijakan merintah beserta subordinasinya sedih terkesan bangsa indonesia adl bangsa yatim atu"
"1906","america negara sur wer nya instrumen disegala bidang menemti ringkat rtama kematian covid  didunia akah mereka tidak becus menangani virus ini sejak awal merintah indonesia sdah beruya sekuat tenaga tinggal kita mau tuhi a tidak ctwittercomoqnrnheuti"
"1907","alumni bersatu turut mendukung merintah utk memutus rantai nularan covid  janganmudik hindarikeluarrumah keluardidalam cc ctwittercomhudbzjjl"
"1908","alhamdulillah merintah sat bisa bikin rakyatnya aman masih bisa cari uang dan rezeki disaat ndemik covid ini jadi rakyat kecil mah ga usah khawatir atas kenaikan angka yg sitif covid dan yang wafat yg nting bisa serti biasanya"
"1909","alhamdulillah indonesia masih lebih baik bila di bandingkan negara lain marilah kita semua bersatu bersama merintah untuk saling melengka dan saling berbagi ngetahuan didalam melakukan ncegahan covid  demi tercainya bangsa ini damai aman sejahtera"
"1910","alhamdulillah acara akad yg hanya dihadiri keluarga inti karena aturan merintah berjalan dengan lancar untuk acara resei insyaallah menyusul setelah situasi indonesia dinyatakan aman dari covidâ "
"1911","alhamdulillah b cukutegas mnolak lock down dgn bijak b ambil jln tengah dng mmbka luang daerah untuk melakukan bb saat ini fakta yng kita lihat tujuan yng ingin dicai daerah dng bb tsb blm tercai nmun risikonya damk megatifnya langsung dirolehditerima"
"1912","alhamdulillah b cukutegas mnolak lock down dgn bijak b ambil jln tengah dng mmbka luang daerah untuk melakukan bb saat ini fakta yng kita lihat tujuan yng ingin dicai daerah dng bb tsb blm tercai nmun risikonya damk megatifnya langsung dirolehditerima"
"1913","aku mikir gini bebera warga di indonesia meminta lockdown saat dikasih libur dengan tanda kutikegiatan dirumah mereka malah jalan jalan hangout trus kalok mereka kenak covid  mereka nyalahin merintah issss kurangi keluar rmh kalok gak rlu"
"1914","aku mengaesiasi merintah sat yg bekerja serius mereka bukan tuhan yg bisa mengerjakan semua dgn semrna indonesia lebih baik dibanding dgn di uk yang menangani covid itu dgn nic semoga allah swt selalu melindungan bangsa ini aamiin"
"1915","aksi nyelamatan bangsa yang di lakukan masyarakat indonesia tut menjadi contoh bagi yang lainya agar sadar beta ntingnya nya  dukung merintah lawan covid  ctwittercomtsmrffdc"
"1916","akhirnya mereka kluar dri rmh gw trs gw lgsg taro maskernya di dkt mesin cuci sa nnti bisa dicuci dlu trnyata damk nya lockdown sam sgtunya w ngerasa brsyukur msih bisa kecukun "
"1917","akhirnya aku angkat bicara tentang covid  tolong buat seluruh masyarakat indonesia a susahnya sih nurutin merintah tinggarebahan makan tidur dirumah ko da keluar ibadah di rumah n ngga akan buat tuhan kita murka kan"
"1918","akan terjadinya kasus virus covid ke indonesia merukan hal yang saya kirkan saat merintah mengambil kebijakan tersebut  memberlakukannya mulai  maret  merintah lebih mengutamakan sektor riwisata dibandingkan keselamatan rakyatnya twittercomwzyxsr"
"1919","akan terjadinya kasus virus covid di indonesia merukan hal yang semt saya kirkan saat merintah mengambil kebijakan tersebut  memberlakukannya mulai  maret  merintah lebih mengutamakan sektor riwisata dibandingkan keselamatan rakyatnya twittercomnnrhotegt"
"1920","akan sangat berbahaya abila merintah menyembunyikan data kesakitan covid di indonesia maka tinggal tunggu daya ledaknya yang sangat dahsyat wasdalah wasdalah"
"1921","ak mau share ngalaman dr temanku yg skg lagi di vietnam see tindakan yg dilakukan sm merintah vietnam bisa memrbaiki keadaan bknnya mau ngebandingin sih tya u know lah indonesia dr awal terlalu meremahkan ttg covid ini atau bahkan mungkin menutui we dont know ctwittercomdnarsnxi"
"1922","ahli australia ediksi akan muncul badai korona di indonesia indonesia tamknya akan mngalami lonjakan kasus covid dlm bebera waktu mendatang srti dilansir dari reuters hal itu dikarenakan resns yg lambat dari merintah innalillaahi "
"1923","ahli australia ediksi akan muncul badai korona di indonesia indonesia tamknya akan mngalami lonjakan kasus covid dlm bebera waktu mendatang srti dilansir dari reuters hal itu dikarenakan resns yg lambat dari merintah innalillaahi "
"1924","ah kocakdi larang ngumlmalah bagi yg berdamk nguml  rakyat yg kena damk lockdown tuh berhak di bagi santunan tiaminggu tiabulanah kocakdi larang ngumlmalah bagi yg berdamk nguml  rakyat yg kena damk lockdown tuh berhak di bagi santunan tiaminggu tiabulan"
"1925","aduh aduh ngen ketawa gue wkwk jadi gini loh kondisi negara kita indonesia berbeda dengan negara yg lain terutama kondisi ekonominya kalo indonesia lockdown banyak damk yg gue kir indonesia bisa kacau jadi k jokowi mengganti istilah lockdown menjadi social distancing "
"1926","aduh aduh ngen ketawa gue wkwk jadi gini loh kondisi negara kita indonesia berbeda dengan negara yg lain terutama kondisi ekonominya kalo indonesia lockdown banyak damk yg gue kir indonesia bisa kacau jadi k jokowi mengganti istilah lockdown menjadi social distancing "
"1927","adem sekali liat video ini semua mendengarkan arahan merintah jaga jarak ke masker tidak berkerumun lekas sembuh indonesia turut berduka cita keda rawat dan dokter yg telah gugur anjing siah covid "
"1928","adanya covid negara lain saling menyemangat dan saling meyakinkan bawah mereka bisa menghadanya indonesia masyarakatnya mimnnya gabecus merintah lama kerjanya bla bla gih yg bnyk bacot jd merintah aj dr kerjanya bikin indomie doang welcometoindonesia"
"1929","ada yg senang diatas nderitan rakyat ketika kurs ruah menembus angka rrb dollar mereka fikir akan jatuh itula menga mereka mendesak merintah menetaan lock down tan berfikir sedikitn soal damk bagi rakyat ctwittercomzsdkngfe"
"1930","ada yg mengumlkan donasi membuat masker bagiin makanan dstmasy indonesia tamknya lebih serius nanganin covid dibanding merintah dan d"
"1931","ada yg janggal ketika taman  ntai yg jarak antar org lebih dr cukuditututotal obat yg tensial byk yg tolak mentah angka kematian semua dihitung corona meskin krn nyakit akut lain yg memang diderita ngotot minta lockdown hl nyata rahnya damk ekonomi"
"1932","ada yang bisa jawab kena merintah kesannya menutu kebenaran atau fakta covid di indonesia terkesan terlalu santai dan sedikit lambat a itu rasaan saya aja hamr semua negara di dunia ini even uniero juga udah nik wei"
"1933","ada bb atau tidak sama saja kendaraan di jalan dat dan bahkan macet banyak kerumunan di halte tj dan krl butuh langkah kongkrit agar ndemi ini cet berlalu lawancoronabersama lockdownindonesia"
"1934","ada konsekuensi yang tak mudah dari kebijakan lockdown merintah indonesia telah melakukan telaah dan nanganan yang tet terkait damk virus corona sehingga mari kita tetasitif dan terus menjaga kesehatan "
"1935","ada konsekuensi yang tak mudah dari kebijakan lockdown merintah indonesia telah melalukan telaah dan nanganan yang tet terkait damk virus corona sehingga mari kita tetasitif dan terus menjaga kesehatan ctwittercomysnlelsdq"
